"sku","Título","path","descripcion","estanteria","imagesPath","cost","precio_venta_sin_IVA","old_price","edad","editorial","duracion","dificultad","oferta","nivel","publicado","jugadores","umbral","categoria","tipo"
"StarWarsUnlimitedPrimeGameMatTIEFighter","Star Wars Unlimited: Prime Game Mat TIE Fighter (PREVENTA)","/star-wars-unlimited-prime-game-mat-tie-fighter","
	Este tapete de juego Star Wars™: Unlimited es un accesorio imprescindible para todo jugador apasionado.


	
	Disponible en 4 diseños emblemáticos que ayudarán a que tus partidas sean temáticas y a que no falte ni un detalle en tus noches de juego de Star Wars™.


	
	


	 


	Gracias a que está acolchado con 2 mm de caucho natural, protege tus cartas de la suciedad y los arañazos. El tapete está cubierto por una superficie muy fina y su reverso antideslizante bloquea cualquier desplazamiento y garantiza una posición fija durante las partidas. Tu experiencia de juego pasará a ser algo increíble gracias a su diseño fascinante, a su comodidad y a los materiales de los que están fabricados.
	
	Características:


	
		Perfecto para todos los fans de Star Wars™: No solo sirve para Star Wars™: Unlimited, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables.
	
		Acolchado suavemente con un grosor de 2 mm.
	
		Superficie muy fina.
	
		Un entorno seguro para cartas y accesorios.
	
		Reverso antideslizante.
	
		Fabricado en caucho natural.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-prime-game-mat-tie-fighter-comprar-barato.jpg","15.736","19.752","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodBlue","Star Wars Unlimited: Double Deck Pod Blue (PREVENTA)","/star-wars-unlimited-double-deck-pod-blue","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-blue-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","1","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodGreen","Star Wars Unlimited: Double Deck Pod Green (PREVENTA)","/star-wars-unlimited-double-deck-pod-green","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.


	
	


	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-green-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","1","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodYellow","Star Wars Unlimited: Double Deck Pod Yellow (PREVENTA)","/star-wars-unlimited-double-deck-pod-yellow","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.


	
	


	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-yellow-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","1","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodRed","Star Wars Unlimited: Double Deck Pod Red (PREVENTA)","/star-wars-unlimited-double-deck-pod-red","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.


	
	


	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-red-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","Si","2","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodWhiteBlack","Star Wars Unlimited: Double Deck Pod White/Black (PREVENTA)","/star-wars-unlimited-double-deck-pod-white-black","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.


	
	


	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-white-black-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","1","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDoubleDeckPodBlack","Star Wars Unlimited: Double Deck Pod Black (PREVENTA)","/star-wars-unlimited-double-deck-pod-black","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	La caja para mazos prémium Double Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	
	Características:


	
		Caben hasta 2 mazos de 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye 2 fundas Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tus mazos sin abrir la caja gracias a la ranura especial para la carta de líder
					
						Las 2 fundas se pueden extraer para usar las cartas de Líder durante las partidas
				
			
		
	
	
		Podrás guardar 2 cartas de base en un espacio especialmente diseñado para ellas
	
		Solución perfecta para 2 jugadores: los dos bandos juegan
	
		2 cajones adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-black-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-double-deck-pod-black-1-comprar-barato.jpg","42.482","49.504","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","1","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodBlue","Star Wars Unlimited: Deck Pod Blue (PREVENTA)","/star-wars-unlimited-deck-pod-blue","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	


	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-blue-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","1","Sí","2","2","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodBlack","Star Wars Unlimited: Deck Pod Black (PREVENTA)","/star-wars-unlimited-deck-pod-black","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-black-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","2","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodRed","Star Wars Unlimited: Deck Pod Red (PREVENTA)","/star-wars-unlimited-deck-pod-red","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-red-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","2","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodGreen","Star Wars Unlimited: Deck Pod Green (PREVENTA)","/star-wars-unlimited-deck-pod-green","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-green-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","2","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodWhiteBlack","Star Wars Unlimited: Deck Pod White/Black (PREVENTA)","/star-wars-unlimited-deck-pod-white-black","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-white-black-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","2","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedDeckPodYellow","Star Wars Unlimited: Deck Pod Yellow (PREVENTA)","/star-wars-unlimited-deck-pod-yellow","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited! 


	
	La caja para mazos prémium Deck Pod oficial está diseñada para todas las necesidades de los fans de Star Wars™: Unlimited.
	 


	


	
	Características:


	
		Caben hasta 60 cartas en doble funda*

		
			
				CARACTERÍSTICA ÚNICA:

				
					
						la caja incluye una funda Slide Card Case con protección UVA para proteger la carta de líder
					
						Identifica tu mazo sin abrir la caja gracias a la ranura especial para la carta de líder
				
			
		
	
	
		La funda se puede extraer para usar la carta de Líder durante las partidas
	
		Podrás guardar la carta de base en un espacio especialmente diseñado para ella
	
		Cajón adicional para guardar todos tus accesorios
	
		Sistema convertible: la tapa extraíble se acopla a la parte inferior y ahorra un espacio considerable en la mesa de juego
	
		Imanes potentes para un cierre seguro y preciso
	
		Materiales de gran calidad externos e internos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-deck-pod-yellow-comprar-barato.jpg","24.787","28.842","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedSoftCrateVader","Star Wars Unlimited: Soft Crate Vader (PREVENTA)","/star-wars-unlimited-soft-crate-vader","
	La caja para mazos Soft Crate Star Wars: Unlimited es la solución todo en uno para los fans de Star Wars: Unlimited.
	
	Esta caja para mazos está impresa a todo color con diseños oficiales y además tiene muchas características ingeniosas. Sirve para guardar un mazo completo con doble funda y además incluye una caja para fichas innovadora. Esta caja tiene un mecanismo de cierre inteligente para que las fichas no se salgan, incluso si se saca la caja. Una vez abierta, la tapa se queda así para que puedas acceder fácilmente al contenido durante las partidas.
	 
	La caja Soft Crate está diseñada con la tecnología Cobra Neck de Gamegenic y la tapa se abre hasta 180° para facilitar el acceso. Además, tiene mecanismo de autocierre y una tira en blanco para escribir. El separador del interior asegura que el mazo se quede en su sitio, incluso si no se está utilizando la caja para fichas.


	
	 


	
	Soft Crate Star Wars: Unlimited está disponible en 5 diseños increíbles y es perfecta para los fans de Star Wars: Unlimited y para todos los seguidores de la franquicia.
	
	Resumen de características:


	
		¡Solución todo en uno!
	
		Cabe un mazo completo de 60 cartas con doble funda e incluye una caja adicional para accesorios
	
		Perfecta para todos los fans de Star Wars™: no solo sirve para STAR WARS™: UNLIMITED, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables
	
		Caja para fichas con mecanismo de cierre innovador
	
		Caja resistente con tapa con autocierre y tira para escribir
	
		Tecnología Cobra Neck: la tapa se abre hasta 180° para facilitar el acceso
	
		Zonas de unión de gran resistencia. Sin ácidos Sin PVC

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-soft-crate-vader-comprar-barato.jpg","5.638","6.528","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedSoftCrateLukeVader","Star Wars Unlimited: Soft Crate Luke/Vader (PREVENTA)","/star-wars-unlimited-soft-crate-luke-vader","
	La caja para mazos Soft Crate Star Wars: Unlimited es la solución todo en uno para los fans de Star Wars: Unlimited.
	
	Esta caja para mazos está impresa a todo color con diseños oficiales y además tiene muchas características ingeniosas. Sirve para guardar un mazo completo con doble funda y además incluye una caja para fichas innovadora. Esta caja tiene un mecanismo de cierre inteligente para que las fichas no se salgan, incluso si se saca la caja. Una vez abierta, la tapa se queda así para que puedas acceder fácilmente al contenido durante las partidas.
	 
	La caja Soft Crate está diseñada con la tecnología Cobra Neck de Gamegenic y la tapa se abre hasta 180° para facilitar el acceso. Además, tiene mecanismo de autocierre y una tira en blanco para escribir. El separador del interior asegura que el mazo se quede en su sitio, incluso si no se está utilizando la caja para fichas.


	
	 


	
	Soft Crate Star Wars: Unlimited está disponible en 5 diseños increíbles y es perfecta para los fans de Star Wars: Unlimited y para todos los seguidores de la franquicia.
	
	Resumen de características:


	
		¡Solución todo en uno!
	
		Cabe un mazo completo de 60 cartas con doble funda e incluye una caja adicional para accesorios
	
		Perfecta para todos los fans de Star Wars™: no solo sirve para STAR WARS™: UNLIMITED, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables
	
		Caja para fichas con mecanismo de cierre innovador
	
		Caja resistente con tapa con autocierre y tira para escribir
	
		Tecnología Cobra Neck: la tapa se abre hasta 180° para facilitar el acceso
	
		Zonas de unión de gran resistencia. Sin ácidos Sin PVC

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-soft-crate-luke-vader-comprar-barato.jpg","5.638","6.528","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedSoftCrateXWingTIEFighter","Star Wars Unlimited: Soft Crate X-Wing/TIE Fighter (PREVENTA)","/star-wars-unlimited-soft-crate-x-wing-tie-fighter","
	La caja para mazos Soft Crate Star Wars: Unlimited es la solución todo en uno para los fans de Star Wars: Unlimited.
	
	Esta caja para mazos está impresa a todo color con diseños oficiales y además tiene muchas características ingeniosas. Sirve para guardar un mazo completo con doble funda y además incluye una caja para fichas innovadora. Esta caja tiene un mecanismo de cierre inteligente para que las fichas no se salgan, incluso si se saca la caja. Una vez abierta, la tapa se queda así para que puedas acceder fácilmente al contenido durante las partidas.
	 
	La caja Soft Crate está diseñada con la tecnología Cobra Neck de Gamegenic y la tapa se abre hasta 180° para facilitar el acceso. Además, tiene mecanismo de autocierre y una tira en blanco para escribir. El separador del interior asegura que el mazo se quede en su sitio, incluso si no se está utilizando la caja para fichas.


	
	 


	
	Soft Crate Star Wars: Unlimited está disponible en 5 diseños increíbles y es perfecta para los fans de Star Wars: Unlimited y para todos los seguidores de la franquicia.
	
	Resumen de características:


	
		¡Solución todo en uno!
	
		Cabe un mazo completo de 60 cartas con doble funda e incluye una caja adicional para accesorios
	
		Perfecta para todos los fans de Star Wars™: no solo sirve para STAR WARS™: UNLIMITED, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables
	
		Caja para fichas con mecanismo de cierre innovador
	
		Caja resistente con tapa con autocierre y tira para escribir
	
		Tecnología Cobra Neck: la tapa se abre hasta 180° para facilitar el acceso
	
		Zonas de unión de gran resistencia. Sin ácidos Sin PVC

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-soft-crate-xwing-tiefighter-comprar-barato.jpg","5.638","6.528","","+12 años","Fantasy Flight","30min","6","No","3","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedSoftCrateWhiteBlack","Star Wars Unlimited: Soft Crate White/Black (PREVENTA)","/star-wars-unlimited-soft-crate-white-black","
	La caja para mazos Soft Crate Star Wars: Unlimited es la solución todo en uno para los fans de Star Wars: Unlimited.
	
	Esta caja para mazos está impresa a todo color con diseños oficiales y además tiene muchas características ingeniosas. Sirve para guardar un mazo completo con doble funda y además incluye una caja para fichas innovadora. Esta caja tiene un mecanismo de cierre inteligente para que las fichas no se salgan, incluso si se saca la caja. Una vez abierta, la tapa se queda así para que puedas acceder fácilmente al contenido durante las partidas.
	 
	La caja Soft Crate está diseñada con la tecnología Cobra Neck de Gamegenic y la tapa se abre hasta 180° para facilitar el acceso. Además, tiene mecanismo de autocierre y una tira en blanco para escribir. El separador del interior asegura que el mazo se quede en su sitio, incluso si no se está utilizando la caja para fichas.


	
	 


	
	Soft Crate Star Wars: Unlimited está disponible en 5 diseños increíbles y es perfecta para los fans de Star Wars: Unlimited y para todos los seguidores de la franquicia.
	
	Resumen de características:


	
		¡Solución todo en uno!
	
		Cabe un mazo completo de 60 cartas con doble funda e incluye una caja adicional para accesorios
	
		Perfecta para todos los fans de Star Wars™: no solo sirve para STAR WARS™: UNLIMITED, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables
	
		Caja para fichas con mecanismo de cierre innovador
	
		Caja resistente con tapa con autocierre y tira para escribir
	
		Tecnología Cobra Neck: la tapa se abre hasta 180° para facilitar el acceso
	
		Zonas de unión de gran resistencia. Sin ácidos Sin PVC

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-soft-crate-white-black-comprar-barato.jpg","5.638","6.528","","+12 años","Fantasy Flight","30min","6","No","3","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedSoftCrateBlackWhite ","Star Wars Unlimited: Soft Crate Black/White (PREVENTA)","/star-wars-unlimited-soft-crate-black-white","
	La caja para mazos Soft Crate Star Wars: Unlimited es la solución todo en uno para los fans de Star Wars: Unlimited.
	
	Esta caja para mazos está impresa a todo color con diseños oficiales y además tiene muchas características ingeniosas. Sirve para guardar un mazo completo con doble funda y además incluye una caja para fichas innovadora. Esta caja tiene un mecanismo de cierre inteligente para que las fichas no se salgan, incluso si se saca la caja. Una vez abierta, la tapa se queda así para que puedas acceder fácilmente al contenido durante las partidas.
	 
	La caja Soft Crate está diseñada con la tecnología Cobra Neck de Gamegenic y la tapa se abre hasta 180° para facilitar el acceso. Además, tiene mecanismo de autocierre y una tira en blanco para escribir. El separador del interior asegura que el mazo se quede en su sitio, incluso si no se está utilizando la caja para fichas.


	
	 


	
	Soft Crate Star Wars: Unlimited está disponible en 5 diseños increíbles y es perfecta para los fans de Star Wars: Unlimited y para todos los seguidores de la franquicia.
	
	Resumen de características:


	
		¡Solución todo en uno!
	
		Cabe un mazo completo de 60 cartas con doble funda e incluye una caja adicional para accesorios
	
		Perfecta para todos los fans de Star Wars™: no solo sirve para STAR WARS™: UNLIMITED, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables
	
		Caja para fichas con mecanismo de cierre innovador
	
		Caja resistente con tapa con autocierre y tira para escribir
	
		Tecnología Cobra Neck: la tapa se abre hasta 180° para facilitar el acceso
	
		Zonas de unión de gran resistencia. Sin ácidos Sin PVC

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-soft-crate-black-white-comprar-barato.jpg","5.638","6.528","","+12 años","Fantasy Flight","30min","6","No","3","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"SeparadoresCartasWithoutMess","Separadores de Cartas Without Mess","/separadores-cartas-without-mess","
	Separadores de madera, compatibles con las cajas genéricas de almacenaje de cartas, CAJA 500, CAJA 1000 y CAJA 2000.


	 


	


	 


	Piezas: 12 separadores
","F2","http://tablerumdrupal.com/sites/tablerumcom/files/separadores-cartas-without-mess-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/separadores-cartas-without-mess-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/separadores-cartas-without-mess-2-comprar-barato.jpg","2.675","2.768","3.95","+2 años","Maldito Games","10min","1","Si","2","Sí","1","3","Accesorios, Actuales","Juegos de Mesa"
