"sku","Título","path","descripcion","estanteria","imagesPath","cost","precio_venta_sin_IVA","old_price","edad","editorial","duracion","dificultad","oferta","nivel","publicado","jugadores","umbral","categoria","tipo"
"GreatWesternTrailNuevaZelanda","Great Western Trail Nueva Zelanda","/great-western-trail-nueva-zelanda","
	Este juego independiente cierra por todo lo alto esta gran trilogía.


	 


	¡Kia ora, y bienvenido a Great Western Trail Nueva Zelanda! A finales del siglo XIX, te estableciste como ganadero ovino en la isla Sur de Nueva Zelanda. En los últimos años, tu granja familiar ha prosperado gracias a que tus distintas razas de oveja han aumentado la calidad de tu lana. Ahora, con la llegada de un nuevo siglo, nuevos y desafiantes retos han llegado. Deberás adquirir nuevas y mejores razas ovinas para asegurar la prosperidad de tu negocio familiar, así como de los empleados que trabajan para ti. En tu mano está centrarte en los puntos fuertes que te han conducido hasta tu actual éxito o diversificarte y emprender nuevos proyectos. ¿Será el comienzo del siglo XX tan exitoso como los últimos años, o tu estrategia se verá superada por los esfuerzos de tu competencia? ¡Buena suerte y kia kaha!


	 


	¡Las vastas y lejanas tierras de Nueva Zelanda te esperan! Ponte en la piel de un ganadero a principios del siglo XX y cuida de tu rebaño de ovejas. Deberás lograr que tu granja familiar prospere y se adapte a los retos que se avecinan. El tablero de rutas marítimas añade un mapa marino con diversos caminos que seguir y beeee-neficios que desbloquear con tu barco. Descubre nuevas cartas que añaden profundidad y enriquecen la experiencia de construcción de mazos. ¿Preparado para enfrentarte a Sarah en solitario? ¡Tu rival definitivo te espera! 


	 


	¿Quién será el mejor ganadero?


	


	 


	PRINCIPALES NOVEDADES DE GREAT WESTERN TRAIL NUEVA ZELANDA


	 


	¡Recorre la ruta una última vez! Prepárate para guiar un rebaño de ovejas por tu mesa. Estos son algunos de los nuevos elementos que descubrirás en este juego:


	
		Inicio personalizable: cada jugador despeja un espacio de disco de su elección.
	
		Un cuarto tipo de trabajador: el esquilador de ovejas.
	
		Un segundo tipo de envío: ¡vende tu lana!
	
		Conjuntos de cartas de bonificación diferentes en cada partida.
	
		Avanza en el medidor de exploración para desbloquear distintas recompensas.
	
		La mitad de los edificios neutrales se transforman durante el trascurso de la partida.
	
		El mercado de trabajo y la fase de envíos se han agilizado.



	


	Profundizando en estas diferencias, pronto comprobarás que Nueva Zelanda ofrece una experiencia muy diferente a los anteriores juegos de la saga:


	
		Todas las vacas son ahora ovejas. Son adorables.
	
		Las cartas de bonificación son una nueva mecánica. Se trata de un botín extra menor que puedes tener en en tu mazo con efectos como ""coge 2 $ y roba una carta para reemplazar esta"" o ""consigue 1 certificado y roba una carta"". Cabe destacar que este robo de cartas se produce en mitad de tu turno, por lo que no obstruye tu mano ni interfiere en tu capacidad de robar otras cartas importantes. Ganas una de estas cartas de bonificación cada vez que compras un peligro, y muchos otros sistemas menores pueden generarlas.
	
		Las locomotoras se sustituyen por un mecanismo de salto de isla acuático fuertemente inspirado en la expansión Raíles Hacia el Norte. Utilizas tu movimiento de tren/barco para viajar entre islas que contienen jefes de estación, opciones de entrega adicionales o te permiten robar cartas de bonificación. En particular, esta vía no es lineal, por lo que puedes viajar por un camino que tenga algo que te interese, y dar la vuelta y cambiar de opinión más tarde si es necesario.
	
		El cuarto tipo de empleado son los ""esquiladores de ovejas"", que son un poco similares a los granjeros de GWT Argentina. Cada oveja tiene un ""valor de lana"" como estadística adicional. Cuando realizas una acción de esquilar ovejas con X empleados, puedes descartar X cartas no idénticas para ganar dinero en efectivo basado en su valor de lana. No hay penalización/agotamiento de cartas por hacer esto. Opcionalmente, después del esquileo, si alcanzas un umbral, puedes entregar un disco en un lugar de esquileo de ovejas para obtener una recompensa aparte.
	
		Hay 10 cartas de bonificación especiales, de las cuales 4 se seleccionan al azar en cada partida y se asignan a varias ubicaciones de recompensa. Todos los jugadores tienen acceso a las mismas 4 cartas, la aleatoriedad es parte de mantener fresca la configuración del juego. Entre estas 10 cartas hay 5 de bonificación, 2 vacas de 3 valores con colores que no se pueden obtener en ningún otro sitio y 3 objetivos con recompensas superiores a la media y requisitos inferiores a la media. Los ingenieros son los que más fácilmente pueden hacerse con estas cartas, pero todo el mundo puede conseguir unas cuantas.
	
		Hay una nueva vía de tecnología de pájaro azul que todos pueden avanzar, con recompensas notables que incluyen mejoras permanentes de movimiento e inmunidad eventual al pago de manos negras y verdes.
	
		Las losetas A/B/C se han reequilibrado. Las losetas A tienen ahora un 70% de empleados y un 30% de peligros. Los empleados de las losetas A van a un mercado de oferta y demanda con precios estables. Las losetas B son ahora un 30% de empleados ""salvajes"" que se pueden asignar a cualquier lugar, y un 70% de baldosas de bonificación que dan varias recompensas, como un certificado permanente, una carta de bonificación, la posibilidad de mejorar permanentemente una carta de tu mazo, ganancia de puntos de victoria, y algunas otras. Las fichas C ya no existen. Sólo las fichas B afectan al tempo del juego y sale exactamente 1 en cada entrega, lo que hace que el número de entregas restantes sea claro e inequívoco. El tablero sólo tiene 5 filas vacías, por lo que el juego termina después de 5N+1 entregas para N jugadores.
	
		Ya no hay una acción de engranaje para eliminar cartas de tu mazo. Hay un par de formas puntuales de reducir las cartas malas de tu mazo, pero es extremadamente difícil hacerlo más de 2 o 3 veces a lo largo de la partida.



	 


	


	 


	¿Qué contiene?


	
		1 tablero de juego
	
		1 tablero de rutas marítimas
	
		4 ganaderos
	
		4 sombreros
	
		4 barcos
	
		4 tableros de jugador
	
		5 losetas de modificación
	
		4 fichas de tarifa
	
		4 fichas de paso
	
		28 fichas de jugador
	
		16 fichas de peligro
	
		34 fichas de bonificación
	
		2 bolsas de tela
	
		64 discos de jugador
	
		40 almacenes
	
		57 monedas
	
		marcadores de certificado
	
		4 marcadores de oro
	
		1 marcador de mercado de bonificaciones
	
		12 fichas de intercambio
	
		93 cartas de oveja
	
		24 cartas de objetivo
	
		56 cartas de construcción de mazo
	
		60 cartas de bonificación
	
		5 losetas de carta adicional
	
		4 losetas de carta de bonificación
	
		8 fichas de capitán de puerto
	
		48 losetas de edificio
	
		1 loseta de resumen de edificios neutrales
	
		1 libreto de puntuación
	
		1 reglamento
	
		1 apéndice
	
		17 cartas de Sarah (modo solitario)
	
		1 ficha de especialización (modo solitario)
	
		1 tablero de Sarah (modo solitario)
	
		1 loseta de mercado ovino de Sarah (modo solitario)
	
		1 reglamento (modo solitario)



	Great Western Trail Nueva Zelanda forma parte de la Trilogía Épica de Great Western Trail. El juego original, cuyas mecánicas encontrarás también en Nueva Zelanda, ha recibido numerosos premios y nominaciones.


	
		Ganador International Gamers Award año 2017
	
		Recomendado Kennerspiel des Jahres año 2017
	
		Ganador Jogo do Año Portugal 2016
	
		Finalista Juego del Año en Suiza 2016
	
		Finalista Juego del Año Golden Geek 2016
	
		Finalista Mejor Juego de Estrategia Golden Geek 2016

","C2","http://tablerumdrupal.com/sites/tablerumcom/files/great-western-trail-nueva-zelanda-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/great-western-trail-nueva-zelanda-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/great-western-trail-nueva-zelanda-2-comprar-barato.jpg","41.923","44.132","60","+14 años","Mas que Oca","60-120 min","6","Si","3","Sí","1-4","6","Actuales","Juegos de Mesa"
"StarWarsUnlimitedChispaRebelionCajaInicio2Jugadores","Star Wars Unlimited: La Chispa de la Rebelión Caja de Inicio 2 Jugadores (PREVENTA)","/star-wars-unlimited-la-chispa-de-la-rebelion-caja-inicio-dos-jugadores","
	 


	


	 


	¡QUE LA FUERZA TE ACOMPAÑE!
	
	¡Adéntrate en una galaxia de infinitas posibilidades con Star Wars™: Unlimited! Con las sencillas reglas de este trepidante juego de cartas coleccionables, tu adversario y tú os enfrentaréis en emocionantes batallas protagonizadas por los personajes más emblemáticos del universo de Star Wars. ¡Protege a tus aliados como Luke Skywalker o lanza una devastadora ofensiva como Darth Vader!
	
	Esta caja de inicio para dos jugadores contiene todo lo necesario para aprender a jugar partidas de uno contra uno. Se incluyen dos mazos completos, reglas, fichas y demás componentes, así como una colección de 10 cartas exclusivas distintas que solo pueden encontrarse en esta caja de inicio.


	
	


	
	Más información respecto a este producto aquí.
	
	¿Qué contiene?


	
		110 cartas
	
		40 indicadores
	
		1 reglas de inicio rápido
	
		2 tapetes de juego de papel
	
		2 cajas plegadas para los mazos

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-la-chispa-de-la-rebelion-caja-inicio-dos-jugadores-comprar-barato.jpg","22.964","28.842","","+12 años","Fantasy Flight","30min","6","No","7","Sí","2","20","PREventa, Actuales","Juegos de Mesa"
"StarWarsUnlimitedChispaRebelionSobre","Star Wars Unlimited: La Chispa de la Rebelión Sobre (PREVENTA)","/star-wars-unlimited-la-chispa-de-la-rebelion-sobre","
	


	 


	¡Empieza tu colección de Star Wars™: Unlimited con estos sobres de ampliación! Elige un líder, diseña tu mazo y desafía a tus rivales en este trepidante juego de reglas sencillas y posibilidades ilimitadas.
	
	La colección de La chispa de la rebelión presenta contenido y personajes de la trilogía original de Star Wars, Rogue One: A Star Wars Story™ y la serie de televisión Star Wars: Rebels™. Cada sobre de ampliación permite diseñar y mejorar mazos para partidas en los formatos uno contra uno, multijugador, preselección y mazos cerrados.


	
	


	
	Más información respecto a este producto aquí.
	
	¿Qué contiene?


	
		Cada sobre de ampliación contiene 16 cartas que consisten aproximadamente en:

		
			
				1 Líder
			
				1 Base/ficha
			
				9 comunes
			
				3 infrecuentes
			
				1 rara o legendaria
			
				1 premium foil.
		
	



	No se garantiza que haya cartas de rarezas específicas en un sobre, caja o expositor individual.


	
	
	 
","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-la-chispa-de-la-rebelion-sobre-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-la-chispa-de-la-rebelion-sobre-1-comprar-barato.jpg","3.252","4.049","","+12 años","Fantasy Flight","30min","6","No","7","Sí","2","144","PREventa, Actuales","Juegos de Mesa"
"StarWarsUnlimitedChispaRebelionCajaPresentacion","Star Wars Unlimited: La Chispa de la Rebelión Caja de Presentación (PREVENTA)","/star-wars-unlimited-la-chispa-de-la-rebelion-caja-de-presentacion","
	


	 


	¡Estrénate en la experiencia de juego organizado de Star Wars™: Unlimited con esta caja de presentación! 


	 


	Dentro encontrarás 6 sobres de ampliación con los que podrás diseñar tu primer mazo, así como versiones promocionales exclusivas de las cartas de líder de Luke Skywalker y Darth Vader. Hazte con esta caja y participa en el torneo de presentación con mazos cerrados que organizará tu tienda habitual: ¡es el medio ideal para introducirte en este trepidante juego de reglas sencillas y posibilidades ilimitadas!
	
	La colección de La chispa de la rebelión presenta contenido y personajes de la trilogía original de Star Wars, Rogue One: Una historia de Star Wars™ y la serie de televisión Star Wars: Rebels™. Cada sobre de ampliación permite diseñar y mejorar mazos para partidas en los formatos uno contra uno, multijugador, preselección y mazos cerrados.
	
	¿Qué contiene?


	
		6 sobres de ampliación
	
		2 cartas promocionales
	
		19 indicadores
	
		1 reglamento de inicio rápido
	
		1 guía para diseñar mazos personalizados
	
		1 carta de separación
	
		1 caja para el mazo



	
	Notas
	Esta caja de presentación estará disponible una semana antes del lanzamiento (1 de marzo).
","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-la-chispa-de-la-rebelion-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-la-chispa-de-la-rebelion-1-comprar-barato.jpg","19.679","24.71","","+12 años","Fantasy Flight","30min","6","No","0","Sí","2","12","PREventa, Actuales","Juegos de Mesa"
"StarWarsUnlimitedAcrylicTokens","Star Wars Unlimited: Acrylic Tokens (PREVENTA)","/star-wars-unlimited-acrylic-tokens","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	Las fichas acrílicas prémium con licencia oficial de Star Wars™: Unlimited se han diseñado específicamente para enriquecer tu experiencia de juego y para que tus partidas de Star Wars™ sean todavía más inmersivas.


	
	Este conjunto de fichas incluye 55 piezas individuales. Algunas de las fichas son exclusivas de Gamegenic, de manera que tus partidas serán únicas. Cada ficha tiene los elementos más emblemáticos de la galaxia Star Wars™.
	
	Características:


	
		Conjunto de 55 fichas

		
			
				1x indicador de iniciativa
			
				5x Indicadores de modificación [+1/+1]
			
				3x Indicadores de modificación [+0/+1]
			
				5x Indicadores de modificación [-1/-1]
			
				3x Indicadores de modificación [+1/+0]
			
				15x Indicadores de daño [1]
			
				5x Indicadores de daño [5]
			
				2x Indicadores de daño [10]
			
				5x fichas de Experiencia
			
				5x Reminder Token
			
				4x fichas de Escudo
			
				2x indicadores de acción épica
		
	
	
		Diseñadas para Star Wars™: Unlimited
	
		Incluye fichas adicionales en caso de que se necesiten en el futuro
	
		Fichas acrílicas prémium con los diseños más emblemáticos de la galaxia Star Wars™

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-acrylic-tokens-comprar-barato.jpg","19.679","24.71","","+12 años","Fantasy Flight","30min","6","No","2","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesDarthVader","Star Wars Unlimited: Art Sleeves Darth Vader (PREVENTA)","/star-wars-unlimited-art-sleeves-darth-vader","
	¡Enriquece tu experiencia de juego y protege tus cartas con estilo!


	
	Estas fundas de Star Wars™ de primera calidad, impresas a todo color y de tamaño estándar: Unlimited Master Art Sleeves son un accesorio imprescindible para todos los fans de la franquicia. La textura mate del reverso, combinada con la transparencia del anverso, garantiza una excelente experiencia táctil y una increíble sensación de barajado.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		Reverso con textura mate y anverso transparente.
	
		Increíble sensación de barajado.
	
		60 fundas ilustradas.
	
		+ 1 funda transparente (para la carta de líder) en un solo paquete.
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-darth-vader-comprar-barato.jpg","5.762","6.528","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesLukeSkywalker","Star Wars Unlimited: Art Sleeves Luke Skywalker (PREVENTA)","/star-wars-unlimited-art-sleeves-luke-skywalker","
	¡Enriquece tu experiencia de juego y protege tus cartas con estilo!


	
	Estas fundas de Star Wars™ de primera calidad, impresas a todo color y de tamaño estándar: Unlimited Master Art Sleeves son un accesorio imprescindible para todos los fans de la franquicia. La textura mate del reverso, combinada con la transparencia del anverso, garantiza una excelente experiencia táctil y una increíble sensación de barajado.


	
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		Reverso con textura mate y anverso transparente.
	
		Increíble sensación de barajado.
	
		60 fundas ilustradas.
	
		+ 1 funda transparente (para la carta de líder) en un solo paquete.
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-luke-skywalker-comprar-barato.jpg","5.762","6.528","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesSpaceRed","Star Wars Unlimited: Art Sleeves Space Red (PREVENTA)","/star-wars-unlimited-art-sleeves-space-red","
	¡Enriquece tu experiencia de juego y protege tus cartas con estilo!


	
	Estas fundas de Star Wars™ de primera calidad, impresas a todo color y de tamaño estándar: Unlimited Master Art Sleeves son un accesorio imprescindible para todos los fans de la franquicia. La textura mate del reverso, combinada con la transparencia del anverso, garantiza una excelente experiencia táctil y una increíble sensación de barajado.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		Reverso con textura mate y anverso transparente.
	
		Increíble sensación de barajado.
	
		60 fundas ilustradas.
	
		+ 1 funda transparente (para la carta de líder) en un solo paquete.
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-space-red-comprar-barato.jpg","5.762","6.528","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesSpaceBlue","Star Wars Unlimited: Art Sleeves Space Blue (PREVENTA)","/star-wars-unlimited-art-sleeves-space-blue","
	¡Enriquece tu experiencia de juego y protege tus cartas con estilo!


	
	Estas fundas de Star Wars™ de primera calidad, impresas a todo color y de tamaño estándar: Unlimited Master Art Sleeves son un accesorio imprescindible para todos los fans de la franquicia. La textura mate del reverso, combinada con la transparencia del anverso, garantiza una excelente experiencia táctil y una increíble sensación de barajado.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		Reverso con textura mate y anverso transparente.
	
		Increíble sensación de barajado.
	
		60 fundas ilustradas.
	
		+ 1 funda transparente (para la carta de líder) en un solo paquete.
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-space-blue-comprar-barato.jpg","5.762","6.528","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesDoubleSpaceRed","Star Wars Unlimited: Art Sleeves Double Space Red (PREVENTA)","/star-wars-unlimited-art-sleeves-double-space-red","
	¡Completa protección en un solo paquete!


	
	El Star Wars™: Unlimited Double Sleeving Pack contiene las increíbles fundas Master Art Sleeves y fundas externas mates para proteger un mazo completo de hasta 60 cartas de juego de tamaño estándar. Las fundas Master Art Sleeves permiten una sensación increíble al barajar.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		OUTER SLEEVES: ideales para proteger las fundas artísticas de posibles daños (doble funda exterior).
	
		Increíble sensación de barajado.
	
		2 x 60 FUNDAS:
		
			
				60 fundas de arte +
			
				60 fundas externas mates
			
				+ 1 funda transparente por paquete
		
	
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-space-red-comprar-barato.jpg","8.475","9.834","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesDoubleDarthVader","Star Wars Unlimited: Art Sleeves Double Darth Vader (PREVENTA)","/star-wars-unlimited-art-sleeves-double-darth-vader","
	¡Completa protección en un solo paquete!


	
	El Star Wars™: Unlimited Double Sleeving Pack contiene las increíbles fundas Master Art Sleeves y fundas externas mates para proteger un mazo completo de hasta 60 cartas de juego de tamaño estándar. Las fundas Master Art Sleeves permiten una sensación increíble al barajar.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		OUTER SLEEVES: ideales para proteger las fundas artísticas de posibles daños (doble funda exterior).
	
		Increíble sensación de barajado.
	
		2 x 60 FUNDAS:
		
			
				60 fundas de arte +
			
				60 fundas externas mates
			
				+ 1 funda transparente por paquete
		
	
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-vader-comprar-barato.jpg","8.475","9.834","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesDoubleLukeSkywalker","Star Wars Unlimited: Art Sleeves Double Luke Skywalker (PREVENTA)","/star-wars-unlimited-art-sleeves-double-luke-skywalker","
	¡Completa protección en un solo paquete!


	
	El Star Wars™: Unlimited Double Sleeving Pack contiene las increíbles fundas Master Art Sleeves y fundas externas mates para proteger un mazo completo de hasta 60 cartas de juego de tamaño estándar. Las fundas Master Art Sleeves permiten una sensación increíble al barajar.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		OUTER SLEEVES: ideales para proteger las fundas artísticas de posibles daños (doble funda exterior).
	
		Increíble sensación de barajado.
	
		2 x 60 FUNDAS:
		
			
				60 fundas de arte +
			
				60 fundas externas mates
			
				+ 1 funda transparente por paquete
		
	
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-luke-skywalker-comprar-barato.jpg","8.475","9.834","","+12 años","Fantasy Flight","30min","6","No","3","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedArtSleevesDoubleSpaceBlue","Star Wars Unlimited: Art Sleeves Double Space Blue (PREVENTA)","/star-wars-unlimited-art-sleeves-double-space-blue","
	¡Completa protección en un solo paquete!


	
	El Star Wars™: Unlimited Double Sleeving Pack contiene las increíbles fundas Master Art Sleeves y fundas externas mates para proteger un mazo completo de hasta 60 cartas de juego de tamaño estándar. Las fundas Master Art Sleeves permiten una sensación increíble al barajar.
	
	Características


	
		Tamaño optimizado para STAR WARS™: UNLIMITED y otros LCGs y juegos de cartas coleccionables.
	
		OUTER SLEEVES: ideales para proteger las fundas artísticas de posibles daños (doble funda exterior).
	
		Increíble sensación de barajado.
	
		2 x 60 FUNDAS:
		
			
				60 fundas de arte +
			
				60 fundas externas mates
			
				+ 1 funda transparente por paquete
		
	
	
		Sin ácidos, sin PVC.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-space-blue-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-space-blue-1-comprar-barato.jpg, http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-art-sleeves-double-space-blue-2-comprar-barato.jpg","8.475","9.834","","+12 años","Fantasy Flight","30min","6","No","3","Sí","2","3","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedPrimeGameMatXLHyperspace","Star Wars Unlimited: Prime Game Mat XL Hyperspace (PREVENTA)","/star-wars-unlimited-prime-game-mat-xl-hyperspace","
	¡Lleva tu experiencia de juego a un nuevo nivel con nuestra línea de productos Star Wars™: Unlimited!


	
	Este tapete grande gran calidad impreso a todo color con diseños oficiales de Star Wars™: Unlimited es el accesorio indispensable para todos los fans de estos juegos. Gracias a su diseño de hiperespacio de gran calidad, el tapete Game Mat XL te ayudará a ambientar tus partidas en otra galaxia.


	 


	


	
	Este tapete, que es perfecto para 2 jugadores, tiene una superficie acolchada con espacios delimitados para las cartas y la zona de juego y es la mejor manera de jugar con tus cartas y otros accesorios sin deteriorarlos. El tapete está cubierto por una superficie muy fina y su reverso antideslizante bloquea cualquier desplazamiento y garantiza una posición fija durante las partidas.
	
	Características:


	
		Tapete XL con diseño del hiperespacio de gran calidad.
	
		Perfecto para 2 jugadores.
	
		El diseño del tapete de juego incluye ESPACIOS DELIMITADOS PARA LAS CARTAS Y LA ZONA DE JUEGO.
	
		Acolchado suavemente con un grosor de 2 mm.
	
		Superficie muy fina.
	
		Un entorno seguro para cartas y accesorios.
	
		Reverso antideslizante.
	
		Fabricado en caucho natural.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-prime-game-mat-xl-hyperspace-comprar-barato.jpg","22.991","28.842","","+12 años","Fantasy Flight","30min","6","No","5","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedPrimeGameMatDeathStar","Star Wars Unlimited: Prime Game Mat Death Star (PREVENTA)","/star-wars-unlimited-prime-game-mat-death-star","
	Este tapete de juego Star Wars™: Unlimited es un accesorio imprescindible para todo jugador apasionado.


	
	Disponible en 4 diseños emblemáticos que ayudarán a que tus partidas sean temáticas y a que no falte ni un detalle en tus noches de juego de Star Wars™.


	
	


	 


	Gracias a que está acolchado con 2 mm de caucho natural, protege tus cartas de la suciedad y los arañazos. El tapete está cubierto por una superficie muy fina y su reverso antideslizante bloquea cualquier desplazamiento y garantiza una posición fija durante las partidas. Tu experiencia de juego pasará a ser algo increíble gracias a su diseño fascinante, a su comodidad y a los materiales de los que están fabricados.
	
	Características:


	
		Perfecto para todos los fans de Star Wars™: No solo sirve para Star Wars™: Unlimited, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables.
	
		Acolchado suavemente con un grosor de 2 mm.
	
		Superficie muy fina.
	
		Un entorno seguro para cartas y accesorios.
	
		Reverso antideslizante.
	
		Fabricado en caucho natural.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-prime-game-mat-death-star-comprar-barato.jpg","15.736","19.752","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedPrimeGameMatVader","Star Wars Unlimited: Prime Game Mat TIE Fighter (PREVENTA)","/star-wars-unlimited-prime-game-mat-vader","
	Este tapete de juego Star Wars™: Unlimited es un accesorio imprescindible para todo jugador apasionado.


	
	Disponible en 4 diseños emblemáticos que ayudarán a que tus partidas sean temáticas y a que no falte ni un detalle en tus noches de juego de Star Wars™.


	
	


	 


	Gracias a que está acolchado con 2 mm de caucho natural, protege tus cartas de la suciedad y los arañazos. El tapete está cubierto por una superficie muy fina y su reverso antideslizante bloquea cualquier desplazamiento y garantiza una posición fija durante las partidas. Tu experiencia de juego pasará a ser algo increíble gracias a su diseño fascinante, a su comodidad y a los materiales de los que están fabricados.
	
	Características:


	
		Perfecto para todos los fans de Star Wars™: No solo sirve para Star Wars™: Unlimited, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables.
	
		Acolchado suavemente con un grosor de 2 mm.
	
		Superficie muy fina.
	
		Un entorno seguro para cartas y accesorios.
	
		Reverso antideslizante.
	
		Fabricado en caucho natural.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-prime-game-mat-vader-comprar-barato.jpg","15.736","19.752","","+12 años","Fantasy Flight","30min","6","No","5","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
"StarWarsUnlimitedPrimeGameMatXWing","Star Wars Unlimited: Prime Game Mat X-Wing (PREVENTA)","/star-wars-unlimited-prime-game-mat-x-wing","
	Este tapete de juego Star Wars™: Unlimited es un accesorio imprescindible para todo jugador apasionado.


	
	Disponible en 4 diseños emblemáticos que ayudarán a que tus partidas sean temáticas y a que no falte ni un detalle en tus noches de juego de Star Wars™.


	
	


	 


	Gracias a que está acolchado con 2 mm de caucho natural, protege tus cartas de la suciedad y los arañazos. El tapete está cubierto por una superficie muy fina y su reverso antideslizante bloquea cualquier desplazamiento y garantiza una posición fija durante las partidas. Tu experiencia de juego pasará a ser algo increíble gracias a su diseño fascinante, a su comodidad y a los materiales de los que están fabricados.
	
	Características:


	
		Perfecto para todos los fans de Star Wars™: No solo sirve para Star Wars™: Unlimited, sino que se puede usar con muchos otros juegos, LCGs y juegos de cartas coleccionables.
	
		Acolchado suavemente con un grosor de 2 mm.
	
		Superficie muy fina.
	
		Un entorno seguro para cartas y accesorios.
	
		Reverso antideslizante.
	
		Fabricado en caucho natural.

","PREVENTA","http://tablerumdrupal.com/sites/tablerumcom/files/star-wars-unlimited-prime-game-mat-x-wing-comprar-barato.jpg","15.736","19.752","","+12 años","Fantasy Flight","30min","6","No","6","Sí","2","6","PREventa, Accesorios, Actuales","Juegos de Mesa"
